proveedor,laboratorio,cum,descripcion,precio,iva,principio_activo
LAFRACOL,LAFRACOL,,CREON 25000PEC 1X50CAPS-CO-ENT,2429.0,,AMILASA 18.000 U; LIPASA 25.000 U; PROTEASA TOTALES 1000 U
LAFRACOL,LAFRACOL,,CREON 25000PEC 2X10CAPS-CO-ENT,2429.0,,AMILASA 18.000 U; LIPASA 25.000 U; PROTEASA TOTALES 1000 U
LAFRACOL,LAFRACOL,,CREON 5000 1 X 20g-ENT,122320.0,,LIPASA 5000 UNIDADES Ph. Eur; AMILASA 3600 UNIDADES Ph. Eur; PROTEASA 200 UNIDADES Ph. Eur
LAFRACOL,LAFRACOL,,DAYAMINERAL Fe JBE 240mL OTC-ENT,40770.0,,VITAMINAS HIERRRO Y MINERALES
LAFRACOL,LAFRACOL,,DEPAKENE 250MG/5ML FCO X 120ML-ENT,23623.0,,ÁCIDO VALPROICO 5g
LAFRACOL,LAFRACOL,,DEPAKENE X 50 CAP-ENT,990.0,,ÁCIDO VALPRÓICO 250 mg
LAFRACOL,LAFRACOL,,DICETEL 100 MG X 14 TAB-ENT,7123.0,,BROMURO DE PINAVERIO 100 mg
LAFRACOL,LAFRACOL,,DICETEL 100 MG X 28 TAB-ENT,5522.0,,BROMURO DE PINAVERIO 100 mg
LAFRACOL,LAFRACOL,,DUSPATALIN SUSP 10MG/ML X 100ML-ENT,40969.0,,CLORHIDRATO DE MEBERVERINA 1.00 g
LAFRACOL,LAFRACOL,,DUSPATALIN RETARD 200mg 3x10CAP-ENT,3600.0,,MEBEVERINA CLORHIDRATO 200.0 mg
LAFRACOL,LAFRACOL,,KLARICID 125mg/5mL x50mL-NVO-ENT,51780.0,,CLARITROMICINA 125mg/5mL
LAFRACOL,LAFRACOL,,KLARICID 250MG/ 5ML X 100ML-ENT,113618.0,,CLARITROMICINA 5 g
LAFRACOL,LAFRACOL,,KLARICID 250MG/5ML FCO X 50ML-ENT,75769.0,,CLARITROMICINA 5 g
LAFRACOL,LAFRACOL,,KLARICID 500MG X 10 TAB-ENT,4500.0,,CLARITROMICINA 500 mg
LAFRACOL,LAFRACOL,,KLARICID 500mg x30 TAB,4500.0,,CLARITROMICINA 500 mg
LAFRACOL,LAFRACOL,,KLARICID UD X 10 TAB-ENT,8366.0,,CLARITROMICINA 500 mg
LAFRACOL,LAFRACOL,,LUVOX 100MG X 30 TABLETAS-ENT,3205.0,,MALEATO DE FLUVOXAMINA 100.0 mg
LAFRACOL,LAFRACOL,,RYTMONORM 150MG X 30 TAB-ENT,4007.0,,PROPAFENONA CLORHIDRATO 150 mg
LAFRACOL,LAFRACOL,,RYTMONORM 300MG X 20 TAB NVO-ENT,7245.0,,PROPAFENONA CLORHIDRATO 300.0 mg
LAFRACOL,LAFRACOL,,SYNTHROID 100mcg POTE x90 TABENT,961.0,,LEVOTIROXINA SODICA 100 mcg
LAFRACOL,LAFRACOL,,SYNTHROID 112mcg POTE x90 TAB-ENT,1020.0,,LEVOTIROXINA SÓDICA 112 mcg
LAFRACOL,LAFRACOL,,SYNTHROID 125mcg POTE x90 TAB-ENT,1231.0,,LEVOTIROXINA SÓDICA 125 mcg
LAFRACOL,LAFRACOL,,SYNTHROID 137mcg POTE x90 TAB-ENT,1235.0,,LEVOTIROXINA SÓDICA 0.137 mg
LAFRACOL,LAFRACOL,,SYNTHROID 150mcg POTE x90 TAB-ENT,1361.0,,LEVOTIROXINA SÓDICA USP 150 microgramos
LAFRACOL,LAFRACOL,,SYNTHROID 175mcg POTE x90 TAB-ENT,1311.0,,LEVOTIROXINA SÓDICA 175 mcg
LAFRACOL,LAFRACOL,,SYNTHROID 200mcg POTE x90 TAB-ENT,1379.0,,LEVOTIROXINA SÓDICA 200mcg
LAFRACOL,LAFRACOL,,SYNTHROID 25mcg POTE x90 TAB-ENT,686.0,,LEVOTIROXINA SÓDICA 25.0 mcg
LAFRACOL,LAFRACOL,,SYNTHROID 50mcg POTE x90 TAB-ENT,706.0,,LEVOTIROXINA SODICA 50 mcg
LAFRACOL,LAFRACOL,,SYNTHROID 75mcg POTE x90 TAB-ENT,814.0,,LEVOTIROXINA SÓDICA 75 mcg
LAFRACOL,LAFRACOL,,SYNTHROID 88mcg POTE x90 TAB-ENT,791.0,,LEVOTIROXINA SÓDICA 88 mcg
LAFRACOL,LAFRACOL,,TARKA SR 180MG/2MG X 14 TAB-ENT,1671.0,,TRANDOLAPRIL 2 mg; VERAPAMILO CLORHIDRATO 180 mg
LAFRACOL,LAFRACOL,,TRILIPIX 135MG X 30 CAP-ENT,6198.0,,ÁCIDO FENOFIBRICO 135.00 mg
LAFRACOL,LAFRACOL,,VALCOTE 250MG X 30 TAB-ENT,987.0,,DIVALPROAT.Na EQV ACIDO VALPROICO 250 mg
LAFRACOL,LAFRACOL,,VALCOTE 500MG X 30 TAB-ENT,1975.0,,DIVALPROAT.Na EQV ACIDO VALPROICO 500 mg
LAFRACOL,LAFRACOL,,VALCOTE ER 250mgx30 TAB-ENT,1054.0,,DIVALPROAT.Na EQV ACIDO VALPROICO 250 mg
LAFRACOL,LAFRACOL,,VALCOTE ER 500mgx30 TAB-ENT,2071.0,,DIVALPROAT.Na EQV ACIDO VALPROICO 500 mg
NOVAMED,NOVAMED,,APRIX CAJA x 100 x 10 x 20,165.0,,Acetaminiofen + Codeina325 mg/8 mg
NOVAMED,NOVAMED,,APRIX F CAJA x 20 TAB.,160.0,,Acetaminiofen + Codeina325 mg/30 mg
NOVAMED,NOVAMED,,ACETAMINOFEN x 100 mL JBE. INST,3500.0,,Acetaminofen100ml
NOVAMED,NOVAMED,,CRONOFEN 500 mg CAJA x 900 TAB.,40.0,,Acetaminofen500 mg
NOVAMED,NOVAMED,,CRONOFEN GOTAS FCO x 30 mL,7500.0,,Acetaminofen 100 mg/ 5 ml
NOVAMED,NOVAMED,,ADOL PRO x 30 TAB.,390.0,,Acetaminofen + Hidrocodona Bitartrato325 mg + 5 mg
NOVAMED,NOVAMED,,FERRIMED PLUS CAJA x 30 CÁP. INST.,1000.0,,Acido Ascorbico + Acido Folico + Cianocobalamina + Fuarato Ferroso100 mg + 2 mg + 1 mg + 330 mg
NOVAMED,NOVAMED,,FERBIN 250 mg CAJA x 300 CÁP.,190.0,,Acido Valproico250 mg
NOVAMED,NOVAMED,,FERBIN JBE. 250 mg/5mL FCO. X 120 mL INST,4600.0,,Acido Valproico 250 mg/ 5 ml
NOVAMED,NOVAMED,,FERBIN 250 mg CL. CAJA x 300 CÁP. CL.,190.0,,Acido Valproico C.L.250 mg
NOVAMED,NOVAMED,,SUPREFLUX FORTE 10 mL CAJA x 12 SACHETS,880.0,,Alginato de Sodio + Bicarbonato de Sodio + Carbonato de Calcio5 % + 2.13 % + 3.25%
NOVAMED,NOVAMED,,SUPREFLUX FORTE SUSPENSION FCO x 240 m L INST,19000.0,,Alginato de Sodio + Bicarbonato de Sodio + Carbonato de Calcio5 % + 2.13 % + 3.25%
NOVAMED,NOVAMED,,SISPRAD 50 mg CAJA x 20 TAB.,3000.0,,Alizaprida Clorhidrato50 mg
NOVAMED,NOVAMED,,ZINTERGIA 100 mg CAJA x 300 CÁP.,950.0,,Amantadina100 mg
NOVAMED,NOVAMED,,MUXOL ADULTOS JBE. FCO x 120 mL,20000.0,,"Ambroxol Clorhidrato + Salbutamol 0,6 g + 0,080 g"
NOVAMED,NOVAMED,,MUXOL NIÑOS JBE. FCO x 120 mL,20000.0,,"Ambroxol Clorhidrato + Salbutamol 0,3 g + 0,04 g"
NOVAMED,NOVAMED,,KOACT 642.9 POLVO PARA SUSP. FCO x 75 mL,30000.0,,Amoxicilina + Acido Clavulanico 600 mg + 42.9 mg
NOVAMED,NOVAMED,,KOACT 1000 mg CAJA x 15 TAB.,1900.0,,Amoxicilina Tihidrato + Acido Clovulanico 875 mg + 125 mg
NOVAMED,NOVAMED,,KOACT 625 mg CAJA x 15 TAB.,1800.0,,Amoxicilina Tihidrato + Acido Clovulanico 500 mg + 125 mg
NOVAMED,NOVAMED,,RISCOL 40 mg CAJA x 500 TAB.,1000.0,,Artrovastatina 40 mg
NOVAMED,NOVAMED,,VITAMINA C 500 mg CAJA x 300 CÁP.,130.0,,Ascido Ascorbico500 mg
NOVAMED,NOVAMED,,AZEFLU SPRAY NASAL x 30 mL,65000.0,,Azelastina HCL 100 mg o 137 mcg + Fluticasona Propionato 36.5 mg o 50 mcg100 mg + 36.5 mg 137 mcg + 50 mcg
NOVAMED,NOVAMED,,ALENAT 500 mg x 3 TAB. REC.,3000.0,,Azitromicina500 mg
NOVAMED,NOVAMED,,AZITROMICINA x 15 mL POLVO PARA SUSP,10000.0,,Azitromicina200 mg /15 ml
NOVAMED,NOVAMED,,AZITROMICINA 500 mg x 3 TAB.,3000.0,,Azitromicina500 mg
NOVAMED,NOVAMED,,AEROVIAL CON INH x 30 CAP INST.,954.0,,Budesonida + Formoterol200 mcg + 6 mcg
NOVAMED,NOVAMED,,AEROVIAL SIN INH CAJA x 30 CÁP.,954.0,,Budesonida + Formoterol200 mcg + 6 mcg
NOVAMED,NOVAMED,,ACIDRINE 10 mg CAJA x 15 TAB.,800.0,,Cetirizina Clorhidrato 10 mg
NOVAMED,NOVAMED,,ACIDRINE GOTAS FCO x 25 mL,20000.0,,Cetirizina Diclorhidrato 10 mg/ ml
NOVAMED,NOVAMED,,ACIDRINE JBE. FCO x 100 mL,18000.0,,Cetirizina Diclorhidrato 100 ml
NOVAMED,NOVAMED,,ACIDRINE D JBE. FCO x 60 mL,61218.0,,"Cetirizina Diclorhidrato + Fenilefrina Clorhidrato0,1 gr.+ 0,2 gr."
NOVAMED,NOVAMED,,CONGESTEX CAJA x 60 CÁP.,1300.0,,Cetirizina Diclorhidrato +Ibuprofeno + Fenilefrina Clorh 5 mg+200 mg +20mg
NOVAMED,NOVAMED,,MICOFENTIN CREMA CAJA x 1 TUBO 20 g.,65000.0,,Clindamicina + Isoconazol 2% +1%
NOVAMED,NOVAMED,,PULBRONC NF ADULTOS JBE. FCO x 100 mL,22000.0,,"Clobutinol + Cloruro de Amonio + Fenoterol0,40g+0,70g+0,0633g"
NOVAMED,NOVAMED,,PULBRONC NF ÑINOS JBE. FCO x 90 mL,22000.0,,"Clobutinol + Cloruro de Amonio + Fenoterol0,20g+0,35g+0,025g"
NOVAMED,NOVAMED,,HUMENAS FCO x 30 mL,17000.0,,"Cloruro de Sodio0,65 gr"
NOVAMED,NOVAMED,,HUMENAS GL FCO x 30 mL,22000.0,,Cloruro de Sodio + Aloe Vera + Hialuronato de Sodio + Alantoina + Glicerina0.9 gr
NOVAMED,NOVAMED,,MICOTOPIC CREMA CAJA x 1 TUBO 40 g.,10000.0,,"Clotrimazol + Neomicina Sulfato + Dexametasona Acetato1% + 0,5% + 0,04%"
NOVAMED,NOVAMED,,MICOTOPIC CREMA CAJA x 1 TUBO 20 g.,8000.0,,"Clotrimazol + Neomicina Sulfato + Dexametasona Acetato1% + 0,5% + 0,04%"
NOVAMED,NOVAMED,,GELIMED 10 g. CAJA x 30 SOBRES + IVA,2300.0,,Colageno Hidrolizado al 100%10 g
NOVAMED,NOVAMED,,DESLODEX 5 mg CAJA x 30 TAB.,1500.0,,Desloratadina5 mg
NOVAMED,NOVAMED,,DESLODEX JBE. FCO x 60 mL,25000.0,,Desloratadina60 ml
NOVAMED,NOVAMED,,DESLODEX D JBE. FCO x 60 mL,53000.0,,Desloratadina + Fenilefrina Clorhidrato25 ml + 300 mg
NOVAMED,NOVAMED,,DESLODEX D CAJA x 10 CÁP.,5400.0,,"Desloratadina + Fenilefrina Clorhidrato 2,5 mg + 20 mg"
NOVAMED,NOVAMED,,DESLODEX DUO CAJA x 30 TAB. INST.,2600.0,,Desloratadina + Montelukast 5 mg + 10 mg
NOVAMED,NOVAMED,,ARTRODAR 50 mg x 60 CÁP.,707.0,,Diacereina50 mg
NOVAMED,NOVAMED,,DORMEX 100 mg CAJA x 20 CÁP.,450.0,,Diclofenaco Sodico 100 mg
NOVAMED,NOVAMED,,ESCILOM 10 mg CAJA x 28 TAB.,1000.0,,Escitalopram 10 mg
NOVAMED,NOVAMED,,ESCILOM 20 mg CAJA x 28 TAB.,2000.0,,Escitalopram 20 mg
NOVAMED,NOVAMED,,ESOMED 10 mg CAJA x 28 SOBRES INST,2500.0,,Esomeprazol10 mg
NOVAMED,NOVAMED,,ESOMED 20 mg CAJA x 28 CÁP.,3000.0,,Esomeprazol20 mg
NOVAMED,NOVAMED,,ESOMED 40 mg CAJA x 28 CÁP.,4300.0,,Esomeprazol40 mg
NOVAMED,NOVAMED,,ESOMED 5 mg CAJA x 28 SOBRES,1400.0,,Esomeprazol5 mg
NOVAMED,NOVAMED,,ESOMEPRAZOL 20 mg CAJA x 560 CÁP.,180.0,,Esomeprazol20 mg
NOVAMED,NOVAMED,,ESOMEPRAZOL 40 mg CAJA x 560 CÁP.,200.0,,Esomeprazol40 mg
NOVAMED,NOVAMED,,ETORIMED 120 mg. CAJA x 7 TAB.,4000.0,,Etoricoxib 120 mg
NOVAMED,NOVAMED,,ETORIMED 60 mg CAJA x 14 TAB.,3000.0,,Etoricoxib 60 mg
NOVAMED,NOVAMED,,ETORIMED 90 mg CAJA x 14 TAB.,3500.0,,Etoricoxib 90 mg
NOVAMED,NOVAMED,,ACTIN 120 mg CAJA x 30 CÁP.,1000.0,,Extracto de Gingko Biloba 120 mg
NOVAMED,NOVAMED,,ACTIN 80 mg CAJA x 30 CÁP.,1000.0,,Extracto de Gingko Biloba 80 mg
NOVAMED,NOVAMED,,ALERMED ® 120 mg x 30 TAB.,380.0,,Fexofenadina HCL 120 mg
NOVAMED,NOVAMED,,ALERMED D x 10 TAB.,2100.0,,Fexofenadina + Fenilefrina60 mg /25 mg
NOVAMED,NOVAMED,,ALERMED x 150 mL SUSP ORAL,38588.0,,Fexofenadina Clorhidrato30 mg/5 ml
NOVAMED,NOVAMED,,FUNEX 200 mg CAJA x 210 CÁP.,400.0,,Fluconozol200 mg
NOVAMED,NOVAMED,,FLUOXETINA 20 mg CAJA x 300 TAB.,42.0,,Fluoxetina20 mg
NOVAMED,NOVAMED,,PRAGMATEN 20 mg CAJA x 100 CÁP.,90.0,,Fluoxetina20 mg
NOVAMED,NOVAMED,,PRAGMATEN 20 mg/mL JBE. FCO x 70 mL,6100.0,,Fluoxetina HCL20 mg / 5 ml
NOVAMED,NOVAMED,,SERECOR FORTE DPI 500 /50 + INH,1700.0,,Fluticasona + Salmeterol 50 ug + 500 ug
NOVAMED,NOVAMED,,SERECOR FORTE DPI 250 /50 + INH,1400.0,,Fluticasona 50 ug + Salmeterol 250 ug 50 ug + 250 ug
NOVAMED,NOVAMED,,FLUTICASONA SPRAY NASAL FCO x 120 DOSIS,21000.0,,Fluticasona Spray Nasal120 mg
NOVAMED,NOVAMED,,NUVIT MAMA TARRO x 400 g. + IVA,27500.0,,"Formula Alimento a base de leche en polvo descremada, con vitamians, minerales, DHA para mujeres embarazadas o enperiodo de lactancia 400 g400 g."
NOVAMED,NOVAMED,,NUTRIBEN HIDROLIZADA 2 TARRO x 400 g.,62000.0,,Formula Alimento de Regimen Especial - Formula lactea con Proteina Hidrolizda para lactantes a partir del 6 mes - Nutriben Hidrolizada 2 400 gr400 g.
NOVAMED,NOVAMED,,NUTRIBEN HIDROLIZADA 1 TARRO x 400 g.,66000.0,,Formula Alimento de Regimen Especial - Formula lactea con Proteina Hidrolizda para lactantes a partir del 6 mes - Nutriben Hidrolizada 400 gr400 g.
NOVAMED,NOVAMED,,NUTRIBEN A.R. TARRO x 400 g.,32000.0,,Formula Alimento de Regimen Especial - Formula lactea en polvo con Hierro para lactantes con Reflujo leve a moderado -Nutriben A.R.400 g.
NOVAMED,NOVAMED,,NUTRIBEN CONTINUACION TARRO x 400 g.,28000.0,,Formula Lactea de Continuación para Lactantes 400gr400 g.
NOVAMED,NOVAMED,,NUTRIBEN CONTINUACION TARRO x 800 g.,56000.0,,Formula Lactea de Continuación para Lactantes 900gr800 g.
NOVAMED,NOVAMED,,NUTRIBEN CRECIMIENTO TARRO x 400 g.,26000.0,,Formula Lactea de Crecimiento en Polvo 400gr400 g.
NOVAMED,NOVAMED,,NUTRIBEN CRECIMIENTO TARRO x 800 g.,52000.0,,Formula Lactea de Crecimiento en Polvo 900gr800 g.
NOVAMED,NOVAMED,,NUTRIBEN NATAL TARRO x 400 g.,32000.0,,Formula Lactea de Inicio para Lactantes 400 gr Natal400 g.
NOVAMED,NOVAMED,,NUTRIBEN NATAL TARRO x 800 g.,64000.0,,Formula Lactea de Inicio para Lactantes 900 gr Natal800 gr
NOVAMED,NOVAMED,,NUTRIBEN BAJO PESO TARRO x 400 g.,32000.0,,Formula Lactea de Inicio para niños lactantes prematuros o bajo peso al nacer desde el primer día Nutriben Polvo R.N. Bajo Peso400 g.
NOVAMED,NOVAMED,,NUTRIBEN CONFORT TARRO x 400 g.,32000.0,,"Fórmula láctea en polvo para lactantes con proteina parcialmente Hidrolizada, Bajo Lactosa con Hierro,Prebioticos, Neocleotidos, DHA y ARA, para el manejo de Cólico lactante, uno de los trastornos gastrointestinales.400 g."
NOVAMED,NOVAMED,,NUTRIBEN CONFORT TARRO x 800 g.,62000.0,,"Fórmula láctea en polvo para lactantes con proteina parcialmente Hidrolizada, Bajo Lactosa con Hierro,Prebioticos, Neocleotidos, DHA y ARA, para el manejo de Cólico lactante, uno de los trastornos gastrointestinales.800 g."
NOVAMED,NOVAMED,,NUTRIBEN SIN LACTOSA TARRO x 400 g.,33000.0,,Formula lactea en Polvo Sin Lactosa para lactantes a partir del nacimiento - Nutriben Sin Lactosa 1400 g.
NOVAMED,NOVAMED,,UROFOS 3 g. CAJA x 1 SOBRE,16200.0,,Fosfomicina Trometamol 3 g.
NOVAMED,NOVAMED,,METASPRAY 18 g. SPRAY NASAL FCO x 180 DOSIS,30000.0,,Fumataro de Metasona Nasal18 g
NOVAMED,NOVAMED,,METASPRAY 10 g. SPRAY NASAL FCO x 100 DOSIS,19000.0,,Fumataro de Metasona Nasal 10 g
NOVAMED,NOVAMED,,FLEXTRIL C CAJA x 15 SOBRES,2300.0,,Glucosamina S04 + Condroitina Sulfato 1500 mg+1200 mg
NOVAMED,NOVAMED,,FLEXTRIL C MSM x 15 SOBRES INST,2300.0,,Glucosamina S04 + Condroitina Sulfato + Metilsulfonilmetano1500 mg+1200 mg +2400 mg
NOVAMED,NOVAMED,,GELCLAIR CAJA x 9 SOBRES,10000.0,,Hialuronato Sódico15 ml
NOVAMED,NOVAMED,,OSTENIL PLUS 40 mg CAJA * 1 JERINGA PRELLENA,201000.0,,Hialuronato Sodico 2.0 %0.0002
NOVAMED,NOVAMED,,EXPECTOS JBE. FCO 120 mL,12000.0,,HIEDRA (HEDERA HELIX L.) 1%0.01
NOVAMED,NOVAMED,,ANEMIKIDS GOTAS FCO x 30 mL,7500.0,,"Hierro Glicinato, Equivalente a Hierro Elemental6.66 mg/ml"
NOVAMED,NOVAMED,,ANEMIKIDS JBE. FCO x 120 mL,24000.0,,"Hierro Glicinato, Equivalente a Hierro Elemental6 mg/ml"
NOVAMED,NOVAMED,,DOLORSIN 400 mg CAJA x 48 CAP. CL.,600.0,,Ibuprofeno 400 mg
NOVAMED,NOVAMED,,DOLORSIN FEM CAJA x 36 CAP. CL.,1500.0,,Ibuprofeno + Butilbromuro de Hioscina 400 mg + 20 mg
NOVAMED,NOVAMED,,FLECTADOL CAJA x 20 CÁP. INST,1500.0,,Ibuprofeno + Tizanidina400 mg + 2 mg
NOVAMED,NOVAMED,,LANZOR 30 mg CAJA x 28 CÁP.,350.0,,Lanzoprazol 30 mg
NOVAMED,NOVAMED,,LEVODRINE 5 mg CAJA x 10 TAB.,1000.0,,Levocetirizina Diclorhidrato5 mg
NOVAMED,NOVAMED,,LEVODRINE JBE. FCO x 120 mL,20000.0,,"Levocetirizina Diclorhidrato2HCI , 2.5mg/5ml"
NOVAMED,NOVAMED,,LEVRONC SUSPENSION FCO x 120 mL,25000.0,,Levocloperastina Fendizoato35.4 mg / 5 ml
NOVAMED,NOVAMED,,"SYNATOS 0,6% JBE FCO x 120 mL",30000.0,,Levodropropizina30 mg/ 5 ml
NOVAMED,NOVAMED,,LIBELLE 75 mg CAJA x 2 TAB.,2000.0,,"Levonorgestrel0,75 mg"
NOVAMED,NOVAMED,,DIMOFLAX CAJA x 60 TAB. INST.,950.0,,Levosulpirida + Pancreatina + Simeticona 25 mg + 150 mg + 80 mg
NOVAMED,NOVAMED,,CHIQUIDENT SOLUCION ORAL FRASCO x 10 mL,10000.0,,Lidocaina Clorhidrato5.5 mg
NOVAMED,NOVAMED,,LORATADINA 10 mg CAJA x 10 TABL.,140.0,,Loratadina10 mg
NOVAMED,NOVAMED,,LORATADINA JBE. FCO x 90 mL,2800.0,,Loratadina100 mg / 5 ml
NOVAMED,NOVAMED,,LORDINEX D CAJA x 10 CÁP.,1400.0,,Loratadina + Fenilefrina 5 mg + 20 mg
NOVAMED,NOVAMED,,NEUMOLEX JBE. FCO x 120 mL,20000.0,,Loratadina + Noscapina + Salbutamol 100mg+50mg+40mg
NOVAMED,NOVAMED,,LOSARTAN 100 mg CAJA x 300 TAB. REC.,75.0,,Losartan Potasico Tableta Recubierta100 mg
NOVAMED,NOVAMED,,LOSARTAN 50 mg CAJA x 300 TAB. REC.,34.0,,Losartan Potasico Tableta Recubierta50 mg
NOVAMED,NOVAMED,,LOVASTATINA 20 mg CAJA x 300 TAB.,85.0,,Lovastatina20 mg
NOVAMED,NOVAMED,,PRECORT 16 mg CAJA x 14 TAB.,2550.0,,Metilprednisolona16 mg
NOVAMED,NOVAMED,,PRECORT 4 mg CAJA x 30 TAB.,590.0,,Metilprednisolona 4 mg
NOVAMED,NOVAMED,,MIKIUM CREMA CAJA x 1 TUBO 40 g ( 7 aplcadores),30000.0,,Metronidazol + Isoconazol 10% + 1%
NOVAMED,NOVAMED,,AIROMED 4 mg CAJA x 90 TAB. MAST.,840.0,,Montelukas 4 mg
NOVAMED,NOVAMED,,AIROMED 5 mg CAJA x 90 TAB. MAST.,1050.0,,Montelukas 5 mg
NOVAMED,NOVAMED,,AIROMED 10 mg CAJA x 30 TAB.,2100.0,,Montelukas Sodico10 mg
NOVAMED,NOVAMED,,AIROMED 4 mg CAJA x 30 SOBRES,1800.0,,Montelukas Sodico4 mg
NOVAMED,NOVAMED,,ETOPAN 5 mg CAJA x 30 TAB.,800.0,,Mosaprida Citrato 5mg
NOVAMED,NOVAMED,,BACTEROL 400 mg CAJA x 7 TAB.,6872.0,,Moxifloxacino400 mg
NOVAMED,NOVAMED,,FLUMIXOL 200 mg CAJA x 30 SOBRES,520.0,,N-Acetil-cisteina200 mg
NOVAMED,NOVAMED,,FLUMIXOL 600 mg CAJA x 30 SOBRES,600.0,,N-Acetil-cisteina600 mg
NOVAMED,NOVAMED,,FLUMIXOL JBE. 200 mg/5 mL FCO x 60 mL,9000.0,,N-Acetil-cisteina60 ml
NOVAMED,NOVAMED,,NAPROFLASH 250 mg CAJA x 36 CÁP.,450.0,,Naproxeno 250 mg
NOVAMED,NOVAMED,,NAPROXENO SODICO 550 mg CAJA x 30 TAB.,1200.0,,Naproxeno 550 mg
NOVAMED,NOVAMED,,NAPROZOL CAJA x 20 TAB.,1500.0,,Naproxeno + Esomeprazol 500 mg + 20 mg
NOVAMED,NOVAMED,,NAPROFLASH FORTE CAJA x 80 TAB.,800.0,,Naproxeno + Cafeína 500 mg + 65 mg
NOVAMED,NOVAMED,,NIFEDIPINO 30 mg 12 HORAS CAJA x 300 CÁP.,190.0,,Nifedipino 12 Horas30 mg
NOVAMED,NOVAMED,,NIFEDIPINO 30 mg 24 HORAS CAJA x 300 CÁP.,190.0,,Nifedipino 24 Horas30 mg
NOVAMED,NOVAMED,,MESULID GEL CAJA x 1 TUBO INST,26500.0,,Nimesulida 3 % - 40 g.
NOVAMED,NOVAMED,,OLONASE 20 ml SPRAY NASAL FCO x 200 DOSIS,90000.0,,Olapatadina Spray Nasal 0.006
NOVAMED,NOVAMED,,OMEPRAZOL 20 mg CAJA x 600 CÁP.,45.0,,Omeprazol20 mg
NOVAMED,NOVAMED,,LIPOGRAS 120 mg CAJA x 60 CÁP. CL.,2200.0,,Orlistat120 mg
NOVAMED,NOVAMED,,DILOX 600 mg CAJA x 30 TAB. INST,2580.0,,Oxaprozin 600 mg
NOVAMED,NOVAMED,,PEPRED PLUS FCO x 60 mL,50000.0,,Presdisolona Sodio Fosfato 300 mg / 5 mL
NOVAMED,NOVAMED,,PEPRED 100 mg/mL FCO x 100 mL,45000.0,,Presdisolona Sodio Fosfato 100 mg/ 5 mL
NOVAMED,NOVAMED,,PROPRANOLOL 40 mg CAJA x 300 TAB.,65.0,,Propanolol40 mg
NOVAMED,NOVAMED,,QUITIDE 100 mg CAJA x 30 TAB.,400.0,,Quetiapina Fumarato100 mg
NOVAMED,NOVAMED,,QUITIDE 25 mg CAJA x 30 TAB.,275.0,,Quetiapina Fumarato25 mg
NOVAMED,NOVAMED,,RIFAMED 550 mg CAJA x 28 TAB.,2400.0,,Rifaximina550 mg
NOVAMED,NOVAMED,,COLESTOX 10 mg CAJA x 30 TAB.,6000.0,,Rosuvastatina10 mg
NOVAMED,NOVAMED,,COLESTOX 40 mg CAJA x 100 TAB.,1000.0,,Rosuvastatina40 mg
NOVAMED,NOVAMED,,AURASERT 100 mg x 28 TAB.,320.0,,Sertralina100 mg
NOVAMED,NOVAMED,,AURASERT 50 mg x 28 TAB.,220.0,,Sertralina50 mg
NOVAMED,NOVAMED,,DISPAX CAJA x 32 CÁP. INST,3000.0,,Simeticona + Bromuro de Pinaverio 315 mg + 100 mg
NOVAMED,NOVAMED,,FLEXTRIL 1500 mg CAJA x 15 SOBRES,1200.0,,Sulfato de Glucosamina1500 mg
NOVAMED,NOVAMED,,ZIPED JBE. FCO x 90 mL,4100.0,,Sulfato de Zinc200 mg/ml
NOVAMED,NOVAMED,,ZIPED FORTE JBE. FCO x 90 mL,8200.0,,Sulfato de Zinc Heptahidratado4 mg / ml4 mg / ml
NOVAMED,NOVAMED,,IRTAL 20 mg CAJA x 1 TAB.,2300.0,,Tadalafilo 20 mg
NOVAMED,NOVAMED,,IRTAL 20 mg CAJA x 8 TAB.,2300.0,,Tadalafilo 20 mg
NOVAMED,NOVAMED,,IRTAL 5 mg CAJA x 28 TAB.,5000.0,,Tadalafilo 5 mg
NOVAMED,NOVAMED,,OD-TAM 0.4 mg CAJA x 30 CAP.,350.0,,"Tamsulosina Clorhidrato0,4 mg"
NOVAMED,NOVAMED,,TEOFILINA 300 mg CAJA x 200 CÁP.,135.0,,Teofilina300 mg
NOVAMED,NOVAMED,,TIAMINA 300 mg CAJA x 600 CÁP.,100.0,,Tiamina300 mg
NOVAMED,NOVAMED,,TIOMED FORTE CAJA x 15 CÁP.,1900.0,,Tiocolchicosido + Ibuprofeno 4 mg + 400 mg
NOVAMED,NOVAMED,,TRAMADOL FCO x 10 mL,3300.0,,Tramadol Clorhidrato100 mg / 10 ml
NOVAMED,NOVAMED,,TRAMFAST DUO CAJA x 20 TAB.,4500.0,,"Tramadol Clorhidrato + Acetaminofen 37,5 mg + 325 mg"
NOVAMED,NOVAMED,,COLTRIM 200 mg CAJA x 100 TAB.,295.0,,Trimebutina200 mg
NOVAMED,NOVAMED,,COLTRIM PLUS CAJA x 30 TAB.,1700.0,,Trimebutina + Simeticona 200 mg + 120 mg
NOVAMED,NOVAMED,,VALCLOMED® 1000 mg CAJA x 21 TAB. REC.,3200.0,,Valaciclovir Clorhidato1000 mg
NOVAMED,NOVAMED,,VALCLOMED® 500 mg CAJA x 10 TAB. REC.,2800.0,,Valaciclovir Clorhidato500 mg
