proveedor,centro_distribucion,laboratorio,cum,descripcion,precio_proveedor,principio_activo,precio_maximo_venta,circular_origen,ratio_precio_vs_regulado,diferencia_valor,diferencia_pct,motivo
DISFARMA,BOGOTA,XINETIX PHARMA,20143428-03,LEVOSIMENDAN 12.5MG POL INY VIAL CX1 (DAXMEN) - XINETIX PHARMA,721999,LEVOSIMENDAN,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,XINETIX PHARMA,20143428-03,LEVOSIMENDAN 12.5MG POL INY VIAL CX1 (DAXMEN) - XINETIX PHARMA,721999,LEVOSIMENDAN,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,XINETIX PHARMA,20143428-03,LEVOSIMENDAN 12.5MG POL INY VIAL CX1 (DAXMEN) - XINETIX PHARMA,721999,LEVOSIMENDAN,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,PROCAPS,20143815-01,CLOTRIMAZOL+DEXAMETASONA+NEOMICINA (1.0G+0.04G+0.5G)/100G CREM TOP TUBX40G CX1 - PROCAPS,22500,CLOTRIMAZOL+DEXAMETASONA+NEOMICINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,ALPHARMA,20143914-04,METOTREXATO 1000MG/40ML SOL INY C*1 VIAL X 40ML (MUSTAL) - ALPHARMA,91637,METOTREXATO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,ALPHARMA,20143914-04,METOTREXATO 1000MG/40ML SOL INY C*1 VIAL X 40ML (MUSTAL) - ALPHARMA,91637,METOTREXATO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,ALPHARMA,20143914-04,METOTREXATO 1000MG/40ML SOL INY C*1 VIAL X 40ML (MUSTAL) - ALPHARMA,91637,METOTREXATO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,HETERO,20144254-03,ESZOPICLONA 2MG TAB FCOX30 CX1 (ESZOPILO) - HETERO,7140,ESZOPICLONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,HETERO,20144257-03,ESZOPICLONA 3MG C*1 FCO X 30 TAB (ESZOPILO) - HETERO,7500,ESZOPICLONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,HETERO,20144257-03,ESZOPICLONA 3MG C*1 FCO X 30 TAB (ESZOPILO) - HETERO,7500,ESZOPICLONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,HETERO,20144294-02,AMLODIPINO+OLMESARTAN MEDOXOMIL 10MG+40MG TAB CX30 (OLMEDOXTAN A) - HETERO,25770,AMLODIPINO+OLMESARTAN MEDOXOMIL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,HETERO,20144294-02,AMLODIPINO+OLMESARTAN MEDOXOMIL 10MG+40MG TAB CX30 (OLMEDOXTAN A) - HETERO,25770,AMLODIPINO+OLMESARTAN MEDOXOMIL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,HETERO,20144294-02,AMLODIPINO+OLMESARTAN MEDOXOMIL 10MG+40MG TAB CX30 (OLMEDOXTAN A) - HETERO,25770,AMLODIPINO+OLMESARTAN MEDOXOMIL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,PROCAPS,20144839-01,SIMETICONA 66.6MG/ML SUSP ORL FCOX20ML CX1 (DIGESTA) - PROCAPS,5759,SIMETICONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,PROCAPS,20144839-01,SIMETICONA 66.6MG/ML SUSP ORL FCOX20ML CX1 (DIGESTA) - PROCAPS,5759,SIMETICONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,THE LABS,20145037-01,RITONAVIR 100MG C*1 FCO X 30 CAP (RETROFEROL) - THE LABS,20970,RITONAVIR,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,THE LABS,20145037-01,RITONAVIR 100MG C*1 FCO X 30 CAP (RETROFEROL) - THE LABS,20970,RITONAVIR,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,THE LABS,20145037-01,RITONAVIR 100MG C*1 FCO X 30 CAP (RETROFEROL) - THE LABS,20970,RITONAVIR,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,LIMINAL,20145596-01,DAPSONA 100MG C*30 TAB (DAPSULON) - LIMINAL,1021410,DAPSONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,CYH LAB,20145782-01,PARICALCITOL 5MCG/ML SOL INY VIALX1ML CX5 - CYH LAB,344000,PARICALCITOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,EUROFARMA,20145875-01,ETORICOXIB 120MG TAB CX7 (ETOX) - EUROFARMA,5005,ETORICOXIB,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,EUROFARMA,20145875-01,ETORICOXIB 120MG TAB CX7 (ETOX) - EUROFARMA,5005,ETORICOXIB,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,EUROFARMA,20145882-01,ETORICOXIB 60MG TAB CX14 (ETOX) - EUROFARMA,7000,ETORICOXIB,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,EUROFARMA,20145882-01,ETORICOXIB 60MG TAB CX14 (ETOX) - EUROFARMA,7000,ETORICOXIB,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,EUROFARMA,20145882-01,ETORICOXIB 60MG TAB CX14 (ETOX) - EUROFARMA,7000,ETORICOXIB,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,MSN,20145925-02,DEFERASIROX 250MG TAB ORODISP CX28 (FERASIRO) - MSN,876512,DEFERASIROX,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,HETERO,20145955-01,LANSOPRAZOL 15MG CAP LIB RET CX14 (LANGENIX) - HETERO,4872,LANSOPRAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,HETERO,20145955-01,LANSOPRAZOL 15MG CAP LIB RET CX14 (LANGENIX) - HETERO,4872,LANSOPRAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,HETERO,20145955-01,LANSOPRAZOL 15MG CAP LIB RET CX14 (LANGENIX) - HETERO,4872,LANSOPRAZOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,MSN,20146047-03,DEFERASIROX 500MG TAB ORODISP CX28 (FERASIRO) - MSN,1449560,DEFERASIROX,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,MSN,20146047-03,DEFERASIROX 500MG TAB ORODISP CX28 (FERASIRO) - MSN,1449560,DEFERASIROX,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,MSN,20146047-03,DEFERASIROX 500MG TAB ORODISP CX28 (FERASIRO) - MSN,1449560,DEFERASIROX,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,THE LABS,20146088-01,EFAVIRENZ+EMTRICITABINA+TENOFOVIR DISOPROXIL 600MG+200MG+300MG TAB FCOX30 CX1 (VOYTEL) - THE LABS,45600,EFAVIRENZ+EMTRICITABINA+TENOFOVIR DISOPROXIL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,THE LABS,20146088-01,EFAVIRENZ+EMTRICITABINA+TENOFOVIR DISOPROXIL 600MG+200MG+300MG TAB FCOX30 CX1 (VOYTEL) - THE LABS,45600,EFAVIRENZ+EMTRICITABINA+TENOFOVIR DISOPROXIL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,THE LABS,20146088-01,EFAVIRENZ+EMTRICITABINA+TENOFOVIR DISOPROXIL 600MG+200MG+300MG TAB FCOX30 CX1 (VOYTEL) - THE LABS,45600,EFAVIRENZ+EMTRICITABINA+TENOFOVIR DISOPROXIL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,MK,20146386-01,ACIDO FENOFIBRICO 135MG CAP LIB RET CX30 - MK,97350,ACIDO FENOFIBRICO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,MK,20146386-01,ACIDO FENOFIBRICO 135MG CAP LIB RET CX30 - MK,97350,ACIDO FENOFIBRICO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,GLENMARK,20146583-01,ABIRATERONA 250MG TAB FCOX120 CX1 (ARABITRO) - GLENMARK,466800,ABIRATERONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,GLENMARK,20146583-01,ABIRATERONA 250MG TAB FCOX120 CX1 (ARABITRO) - GLENMARK,466800,ABIRATERONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,DELTA,20146885-02,PENICILINA G BENZATINICA 2.400.000UI POL INY C*10 VIAL (BENZATIDELT) - DELTA,21710,PENICILINA G BENZATINICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,DELTA,20146885-02,PENICILINA G BENZATINICA 2.400.000UI POL INY C*10 VIAL (BENZATIDELT) - DELTA,21710,PENICILINA G BENZATINICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,DELTA,20146885-02,PENICILINA G BENZATINICA 2.400.000UI POL INY C*10 VIAL (BENZATIDELT) - DELTA,21710,PENICILINA G BENZATINICA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,SIEGFRIED,20147427-03,DEXTROMETORFANO 0.3G/100ML JBE FCOX120ML CX1 (NOTUSIN) - SIEGFRIED,13725,DEXTROMETORFANO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,SIEGFRIED,20147427-03,DEXTROMETORFANO 0.3G/100ML JBE FCOX120ML CX1 (NOTUSIN) - SIEGFRIED,13725,DEXTROMETORFANO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,SIEGFRIED,20147692-01,DEXTROMETORFANO+GUAYACOLATO DE GLICERILO (0.2G+2G)/100ML JBE FCOX120ML CX1 (NOTUSIN) - SIEGFRIED,13725,DEXTROMETORFANO+GUAYACOLATO DE GLICERILO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,SIEGFRIED,20147692-01,DEXTROMETORFANO+GUAYACOLATO DE GLICERILO (0.2G+2G)/100ML JBE FCOX120ML CX1 (NOTUSIN) - SIEGFRIED,13725,DEXTROMETORFANO+GUAYACOLATO DE GLICERILO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,SIEGFRIED,20147692-01,DEXTROMETORFANO+GUAYACOLATO DE GLICERILO (0.2G+2G)/100ML JBE FCOX120ML CX1 (NOTUSIN) - SIEGFRIED,13725,DEXTROMETORFANO+GUAYACOLATO DE GLICERILO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,BIOTOSCANA,20147815-01,ERIBULINA 0.44MG/ML SOL INY C*1 VIAL X 2ML (HALAVEN) - BIOTOSCANA,2959383,ERIBULINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,SIEGFRIED,20147981-01,ACIDO CLAVULANICO+AMOXICILINA (62.5MG+250MG)/5ML POL SUSP ORL FCOX90ML CX1 (AMOXICLIN DUO) - SIEGFRIED,22999,ACIDO CLAVULANICO+AMOXICILINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,SIEGFRIED,20147981-01,ACIDO CLAVULANICO+AMOXICILINA (62.5MG+250MG)/5ML POL SUSP ORL FCOX90ML CX1 (AMOXICLIN DUO) - SIEGFRIED,22999,ACIDO CLAVULANICO+AMOXICILINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,SIEGFRIED,20147981-01,ACIDO CLAVULANICO+AMOXICILINA (62.5MG+250MG)/5ML POL SUSP ORL FCOX90ML CX1 (AMOXICLIN DUO) - SIEGFRIED,22999,ACIDO CLAVULANICO+AMOXICILINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,ASPIRO PHARMA,20148396-01,COLISTIMETATO SODICO 150MG POL INY VIALX10ML CX10 (COLIJECT) - ASPIRO PHARMA,255000,COLISTIMETATO SODICO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,ASPIRO PHARMA,20148396-01,COLISTIMETATO SODICO 150MG POL INY VIALX10ML CX10 (COLIJECT) - ASPIRO PHARMA,255000,COLISTIMETATO SODICO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,GADOR,20148416-01,DIENOGEST 2MG TAB CX28 (DESIRE) - GADOR,25760,DIENOGEST,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,MSN,20148436-01,ABIRATERONA 250MG TAB FCOX120 CX1 (ABIRAND) - MSN,438000,ABIRATERONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,MSN,20148436-01,ABIRATERONA 250MG TAB FCOX120 CX1 (ABIRAND) - MSN,438000,ABIRATERONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,MSN,20148436-01,ABIRATERONA 250MG TAB FCOX120 CX1 (ABIRAND) - MSN,438000,ABIRATERONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,LIMINAL,20148515-01,DAPSONA 50MG TAB CX30 (DAPSULON) - LIMINAL,508980,DAPSONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,LIMINAL,20148515-01,DAPSONA 50MG TAB CX30 (DAPSULON) - LIMINAL,508980,DAPSONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,LIMINAL,20148515-01,DAPSONA 50MG TAB CX30 (DAPSULON) - LIMINAL,508980,DAPSONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,RICHMOND,20148969-01,EMTRICITABINA+TENOFOVIR ALAFENAMIDA 200MG+25MG TAB CX30 (VYVALTO) - RICHMOND,186030,EMTRICITABINA+TENOFOVIR ALAFENAMIDA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,HUMAN BIOSCIENCE,20149018-01,ONDANSETRON 4MG TAB ORODISP CX30 (CYSTRON) - HUMAN BIOSCIENCE,106470,ONDANSETRON,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,HUMAN BIOSCIENCE,20149018-01,ONDANSETRON 4MG TAB ORODISP CX30 (CYSTRON) - HUMAN BIOSCIENCE,106470,ONDANSETRON,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,BIOTOSCANA,20149117-01,LENVATINIB 10MG CAP CX30 (LENVIMA) - BIOTOSCANA,11106000,LENVATINIB,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,BIOTOSCANA,20149117-01,LENVATINIB 10MG CAP CX30 (LENVIMA) - BIOTOSCANA,11106000,LENVATINIB,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,BIOTOSCANA,20149117-01,LENVATINIB 10MG CAP CX30 (LENVIMA) - BIOTOSCANA,11106000,LENVATINIB,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,UCB PHARMA S.A.,20149188-01,BRIVARACETAM 10MG/ML SOL INY VIALX5ML CX10 (BRIVIACT) - UCB PHARMA S.A.,2155000,BRIVARACETAM,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,FARMA DE COLOMBIA,20149680-01,VITAMINA D3 7000UI C*8 CAP (FARMA D) - FARMA DE COLOMBIA,20192,VITAMINA D3,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,FARMA DE COLOMBIA,20149680-01,VITAMINA D3 7000UI C*8 CAP (FARMA D) - FARMA DE COLOMBIA,20192,VITAMINA D3,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,FARMA DE COLOMBIA,20149680-01,VITAMINA D3 7000UI C*8 CAP (FARMA D) - FARMA DE COLOMBIA,20192,VITAMINA D3,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,HUMAX,20149871-01,ATAZANAVIR+RITONAVIR 300MG+100MG TAB FCOX30 CX1 (ZANAVIR-R) - HUMAX,57030,ATAZANAVIR+RITONAVIR,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,HUMAX,20149871-01,ATAZANAVIR+RITONAVIR 300MG+100MG TAB FCOX30 CX1 (ZANAVIR-R) - HUMAX,57030,ATAZANAVIR+RITONAVIR,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,HUMAX,20149871-01,ATAZANAVIR+RITONAVIR 300MG+100MG TAB FCOX30 CX1 (ZANAVIR-R) - HUMAX,57030,ATAZANAVIR+RITONAVIR,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,EURODRUG,20150580-07,METADOXINA 500MG TAB CX20 (METADOXIL) - EURODRUG,86280,METADOXINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,GORAM,20150841-01,HIDROCORTISONA 10MG TAB FCOX50 CX1 (KORTAFGOR) - GORAM,65000,HIDROCORTISONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,GORAM,20150841-01,HIDROCORTISONA 10MG TAB FCOX50 CX1 (KORTAFGOR) - GORAM,65000,HIDROCORTISONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,GORAM,20150841-02,HIDROCORTISONA 10MG TAB FCOX100 CX1 (KORTAFGOR) - GORAM,130000,HIDROCORTISONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,GORAM,20150841-02,HIDROCORTISONA 10MG TAB FCOX100 CX1 (KORTAFGOR) - GORAM,130000,HIDROCORTISONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,GORAM,20150841-02,HIDROCORTISONA 10MG TAB FCOX100 CX1 (KORTAFGOR) - GORAM,130000,HIDROCORTISONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,PFIZER,20151614-01,CRISABOROL 2G/100G (2%) UNG TOP TUBX30G CX1 (STAQUIS) - PFIZER,254000,CRISABOROL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,PFIZER,20151614-01,CRISABOROL 2G/100G (2%) UNG TOP TUBX30G CX1 (STAQUIS) - PFIZER,254000,CRISABOROL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,PFIZER,20151614-01,CRISABOROL 2G/100G (2%) UNG TOP TUBX30G CX1 (STAQUIS) - PFIZER,254000,CRISABOROL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,ANGLOPHARMA,20151815-01,GLUCONATO DE POTASIO 31.2% SOL ORL FCOX180ML CX1 (ION-K) - ANGLOPHARMA,7999,GLUCONATO DE POTASIO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,ANGLOPHARMA,20151815-01,GLUCONATO DE POTASIO 31.2% SOL ORL FCOX180ML CX1 (ION-K) - ANGLOPHARMA,7999,GLUCONATO DE POTASIO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,ANGLOPHARMA,20151815-01,GLUCONATO DE POTASIO 31.2% SOL ORL FCOX180ML CX1 (ION-K) - ANGLOPHARMA,7999,GLUCONATO DE POTASIO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,LAFRANCOL,20151816-17,LEVOCETIRIZINA+MONTELUKAST 2.5MG+5MG TAB MAST CX30 (BROCRIPTIN) - LAFRANCOL,120390,LEVOCETIRIZINA+MONTELUKAST,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,LAFRANCOL,20151832-24,LEVOCETIRIZINA+MONTELUKAST 5MG+10MG C*30 TAB MAST (BROCRIPTIN) - LAFRANCOL,131700,LEVOCETIRIZINA+MONTELUKAST,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,LAFRANCOL,20151832-24,LEVOCETIRIZINA+MONTELUKAST 5MG+10MG C*30 TAB MAST (BROCRIPTIN) - LAFRANCOL,131700,LEVOCETIRIZINA+MONTELUKAST,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,EUROFARMA,20151874-02,ESZOPICLONA 3MG TAB CX20 (BONSONO) - EUROFARMA,5800,ESZOPICLONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,EUROFARMA,20151874-02,ESZOPICLONA 3MG TAB CX20 (BONSONO) - EUROFARMA,5800,ESZOPICLONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,EUROFARMA,20151883-02,ESZOPICLONA 2MG TAB CX20 (BONSONO) - EUROFARMA,5400,ESZOPICLONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,EUROFARMA,20151883-02,ESZOPICLONA 2MG TAB CX20 (BONSONO) - EUROFARMA,5400,ESZOPICLONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,GILEAD,20151884-01,BICTEGRAVIR+EMTRICITABINA+TENOFOVIR ALAFENAMIDA 50MG+200MG+25MG TAB FCOX30 CX1 (BIKTARVY) - GILEAD,870000,BICTEGRAVIR+EMTRICITABINA+TENOFOVIR ALAFENAMIDA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,GILEAD,20151884-01,BICTEGRAVIR+EMTRICITABINA+TENOFOVIR ALAFENAMIDA 50MG+200MG+25MG TAB FCOX30 CX1 (BIKTARVY) - GILEAD,870000,BICTEGRAVIR+EMTRICITABINA+TENOFOVIR ALAFENAMIDA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,EXELTIS,20152217-09,METFORMINA 750MG TAB LIB PRO CX30 (EXELMET) - EXELTIS,49500,METFORMINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,EXELTIS,20152217-09,METFORMINA 750MG TAB LIB PRO CX30 (EXELMET) - EXELTIS,49500,METFORMINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,EXELTIS,20152217-09,METFORMINA 750MG TAB LIB PRO CX30 (EXELMET) - EXELTIS,49500,METFORMINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,MEGA LIFESCIENCES,20152346-01,ISOTRETINOINA 10MG CAP CX30 (ACNOTIN) - MEGA LIFESCIENCES,50700,ISOTRETINOINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,MEGA LIFESCIENCES,20152346-01,ISOTRETINOINA 10MG CAP CX30 (ACNOTIN) - MEGA LIFESCIENCES,50700,ISOTRETINOINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,MEGA LIFESCIENCES,20152358-01,ALVERINA CITRATO+SIMETICONA 60MG+300MG CAP CX10 (AVARIN) - MEGA LIFESCIENCES,54250,ALVERINA CITRATO+SIMETICONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,SUIPHAR,20152584-01,ADAPALENO+CLINDAMICINA (0.1G+1G)/100G GEL TOP TUBX30G CX1 (ADAPCLIN) - SUIPHAR,46000,ADAPALENO+CLINDAMICINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,SUIPHAR,20152584-01,ADAPALENO+CLINDAMICINA (0.1G+1G)/100G GEL TOP TUBX30G CX1 (ADAPCLIN) - SUIPHAR,46000,ADAPALENO+CLINDAMICINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,SUIPHAR,20152584-01,ADAPALENO+CLINDAMICINA (0.1G+1G)/100G GEL TOP TUBX30G CX1 (ADAPCLIN) - SUIPHAR,46000,ADAPALENO+CLINDAMICINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,BAYER,20152989-02,REGORAFENIB 40MG TAB FCOX28 CX3 (STIVARGA) - BAYER,18191040,REGORAFENIB,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,GENFAR,20153572-01,ETORICOXIB 60MG TAB CX14 - GENFAR,7700,ETORICOXIB,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,GENFAR,20153572-01,ETORICOXIB 60MG TAB CX14 - GENFAR,7700,ETORICOXIB,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,GENFAR,20153572-01,ETORICOXIB 60MG TAB CX14 - GENFAR,7700,ETORICOXIB,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,LEGRAND,20154827-01,DARUNAVIR 800MG TAB FCOX30 CX1 (DARUNAX) - LEGRAND,108000,DARUNAVIR,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,LABQUIFAR,20155033-02,ACETAMINOFEN 150MG/5ML (3%) JBE FCOX100ML CX1 (FIREXIFEN) - LABQUIFAR,3800,ACETAMINOFEN,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,LABQUIFAR,20155033-02,ACETAMINOFEN 150MG/5ML (3%) JBE FCOX100ML CX1 (FIREXIFEN) - LABQUIFAR,3800,ACETAMINOFEN,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,LABQUIFAR,20155033-02,ACETAMINOFEN 150MG/5ML (3%) JBE FCOX100ML CX1 (FIREXIFEN) - LABQUIFAR,3800,ACETAMINOFEN,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,ECAR,20155046-06,DICLOFENACO 1G/100G (1%) GEL TOP TUBX30G (ATLETIC´S) - ECAR,3169,DICLOFENACO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,ECAR,20155046-06,DICLOFENACO 1G/100G (1%) GEL TOP TUBX30G (ATLETIC´S) - ECAR,3169,DICLOFENACO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,ECAR,20155046-06,DICLOFENACO 1G/100G (1%) GEL TOP TUBX30G (ATLETIC´S) - ECAR,3169,DICLOFENACO,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,ALCON,20155242-02,PROPILENGLICOL 6MG/ML (0.6%) EMUL OFT FCO*10ML (SYSTANE COMPLETE) - ALCON,44020,PROPILENGLICOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,ALCON,20155242-02,PROPILENGLICOL 6MG/ML (0.6%) EMUL OFT FCO*10ML (SYSTANE COMPLETE) - ALCON,44020,PROPILENGLICOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,ALCON,20155242-02,PROPILENGLICOL 6MG/ML (0.6%) EMUL OFT FCO*10ML (SYSTANE COMPLETE) - ALCON,44020,PROPILENGLICOL,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,BIO ESTERIL,20156031-01,NAFAZOLINA 1MG/ML (0.1%) SOL OFT GTS FCOX5ML CX1 (NAFOFTALM) - BIO ESTERIL,4550,NAFAZOLINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,BIO ESTERIL,20156031-01,NAFAZOLINA 1MG/ML (0.1%) SOL OFT GTS FCOX5ML CX1 (NAFOFTALM) - BIO ESTERIL,4550,NAFAZOLINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,GIRON,BIO ESTERIL,20156031-01,NAFAZOLINA 1MG/ML (0.1%) SOL OFT GTS FCOX5ML CX1 (NAFOFTALM) - BIO ESTERIL,4550,NAFAZOLINA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,CALI,SIEGFRIED,20156886-02,LURASIDONA 80MG TAB CX30 (LURAP) - SIEGFRIED,173700,LURASIDONA,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,PFIZER,20156969-02,TOFACITINIB 10MG FCO*60 TAB (XELJANZ) - PFIZER,4830000,TOFACITINIB,,,,,,SIN_REGULACION_EN_BD
DISFARMA,BOGOTA,GLAXOSMITHKLINE,20156998-01,FUROATO DE FLUTICASONA+UMECLIDINIO+VILANTEROL 100MCG+62.5MCG+25MCG POL INH FCOX30 DOSIS CX1 (TRELEGY ELLIPTA) - GLAXOSMITHKLINE,225900,FUROATO DE FLUTICASONA+UMECLIDINIO+VILANTEROL,,,,,,SIN_REGULACION_EN_BD
